VALOR DO M2 DO TERRENO;VALOR DO M2 DE CONSTRUCAO
4128.0;2781.9
4826.0;2288.0
6975.0;1894.0
6975.0;1894.0
734.0;1138.0
734.0;1138.0
451.0;1084.0
451.0;1084.0
870.0;1084.0
870.0;1084.0
734.0;1138.0
734.0;1138.0
7109.0;1894.0
5657.0;1894.0
7143.0;2288.0
1379.0;1894.0
944.0;1138.0
934.0;1423.0
4782.0;1894.0
4866.0;2288.0
5165.0;1894.0
1710.0;1668.5
14977.0;2288.0
22690.0;2288.0
2701.0;2211.0
23807.0;2288.0
2290.0;1894.0
5657.0;1894.0
4117.0;1894.0
5921.0;2211.0
7314.0;1894.0
14977.0;2288.0
1537.0;1894.0
2706.0;1894.0
780.35;1092.475
3658.0;1894.0
2340.0;1894.0
707.0;1423.0
3978.0;1894.0
7130.0;2737.0
1357.0;1423.0
1357.0;1423.0
1357.0;1423.0
1357.0;1423.0
861.630303030303;1431.0969696969696
830.0;1423.0
830.0;1423.0
830.0;1423.0
830.0;1423.0
594.0;821.0
744.6;1108.45
2562.0;2754.96
734.0;1138.0
755.9262820512821;1253.673076923077
1327.0;1138.0
777.0;1423.0
1057.0;1423.0
4409.0;1894.0
7036.0;1894.0
2367.0;1894.0
746.0;1423.0
1217.0;1423.0
935.0;1423.0
495.6290322580645;1084.8709677419354
352.0;821.0
482.0;1084.0
664.0;1423.0
435.0;1084.0
1639.0;1894.0
1420.0;1642.0
4329.0;2737.0
4616.0;2288.0
1576.0;1423.0
7187.0;2288.0
6540.0;1894.0
4361.0;2288.0
1869.0;1894.0
2380.0;1894.0
2154.0;2211.0
504.0;1138.0
504.0;1138.0
4210.0;1423.0
531.0;1423.0
4911.61038961039;2188.8311688311687
2740.0;2288.0
1119.0;1423.0
2911.0;1894.0
4858.0;1894.0
635.0;1423.0
2021.0;1436.14
2021.0;1423.0
860.0;1138.0
2128.0;1773.0
419.0;1084.0
419.0;1084.0
419.0;1084.0
1027.0;1423.0
1212.0;1894.0
775.0;1423.0
1357.0;1642.0
1357.0;1642.0
1399.0;1423.0
1399.0;1423.0
540.5294117647059;1116.8235294117646
2771.0;1894.0
862.0;1423.0
1425.0;1423.0
2510.0;1894.0
2661.0;2967.0
1813.0;1445.0
635.0;1138.0
2559.0;1894.0
948.0;1423.0
5880.0;3635.0
5880.0;3635.0
5902.0;1894.0
5718.0;1894.0
6272.0;1894.0
1402.0;1894.0
1251.0;2211.0
1392.0;1960.0
1585.0;1423.0
1892.0;2288.0
5939.0;2211.0
948.0;1423.0
4436.0;1894.0
730.0;1423.0
870.0;1084.0
3000.0;1894.0
2139.0;1894.0
3063.0;1894.0
1293.0;1138.0
1211.0;1642.0
1266.0243902439024;1207.5121951219512
1327.0;1138.0
3551.0;1894.0
1219.0;1423.0
923.0;1423.0
3591.0;1894.0
3291.0;2325.722222222222
529.0;1423.0
2925.0;1894.0
4537.0;1894.0
762.0;1314.0
968.0357142857143;1431.4107142857142
675.0;1138.0
4425.0;2737.0
4425.0;2737.0
4425.0;2737.0
3346.0;1894.0
3259.0;1894.0
742.0;1423.0
5131.0;1894.0
3556.5;2052.5
2012.6290322580646;2281.6451612903224
775.0;1423.0
1300.0;1423.0
730.0;1423.0
734.0;1138.0
7338.0;2243.0833333333335
438.0;1084.0
3127.0;2763.4117647058824
4814.0;1445.0
7205.0;3186.0
2597.75;1776.25
1960.0;2211.0
676.7685185185185;1208.236111111111
1057.0;1423.0
1420.0;1642.0
775.0;1423.0
7084.0;1894.0
1291.0;1642.0
722.0;1423.0
5965.0;2737.0
1466.0;1894.0
6232.0;2211.0
4955.0;2288.0
7040.0;2211.0
558.0;1138.0
1035.0;1423.0
1594.0;1642.0
2722.0;1894.0
738.0;1159.3157894736842
1596.0;1423.0
4213.0;1894.0
1600.6754385964912;1423.0
1603.0;1423.0
2134.0;1894.0
1642.0;1894.0
1182.0;1773.0
2072.0;1894.0
368.48387096774195;1010.0967741935484
1084.6060606060605;1608.8181818181818
1220.0;1423.0
2474.0;2737.0
7135.0;1894.0
5867.0;2211.0
3030.0;2211.0
2235.0;2211.0
1697.0;2211.0
700.0;1423.0
4410.0;1894.0
4009.0;1894.0
5588.0;1894.0
5621.0;2288.0
2309.0;1894.0
3217.0;897.0
5362.0;2211.0
632.0;1423.0
2291.0;1894.0
2829.0;2211.0
740.0;1138.0
1282.4545454545455;1137.030303030303
1491.0;2211.0
3052.0;2288.0
642.0;1423.0
5491.0;2288.0
3052.0;2288.0
3628.0;1894.0
792.0;1423.0
3052.0;2288.0
3052.0;2288.0
3052.0;2288.0
3052.0;2288.0
3052.0;2288.0
7368.0;1894.0
352.0;821.0
4425.0;1894.0
2910.0;1894.0
3744.0;1894.0
1757.0;1894.0
4676.0;1984.5714285714287
874.5;1423.0
2258.0;3186.0
1830.0;2211.0
1830.0;2211.0
4334.0;1894.0
2643.0;1894.0
3985.0;1894.0
5398.0;1894.0
3797.0;1894.0
5862.0;1894.0
308.0;1084.0
308.0;1084.0
4296.0;2288.0
1205.0;1423.0
3914.0;1894.0
24639.0;1894.0
5553.0;2288.0
5553.0;2288.0
1639.0;1490.2857142857142
4833.0;1894.0
4833.0;1894.0
3528.0;1894.0
1476.0;1543.0
1870.0;1596.857142857143
549.0;1084.0
2592.0;1894.0
1012.75;1437.71875
948.0;1423.0
2212.0;1894.0
334.1923076923077;1089.673076923077
308.0;1084.0
7358.0;2211.0
2680.0;2737.0
1232.0;1642.0
1166.121212121212;1527.8484848484848
934.0;1423.0
2849.0;2288.0
934.0;1423.0
6948.0;2967.0
2849.0;2288.0
7338.0;2288.0
4463.0;1894.0
2925.0;1894.0
2419.0;1894.0
2925.0;1894.0
3063.0;2288.0
2667.0;2288.0
3565.0;1894.0
3923.0;2288.0
5842.0;2288.0
4463.0;1894.0
744.0;1423.0
5842.0;2288.0
1788.0;1894.0
1038.0;1423.0
3923.0;1894.0
1311.0;2211.0
6008.0;1894.0
531.0;1423.0
509.0;821.0
1906.0;1894.0
2577.0;3632.749373433584
4820.0;1894.0
435.0;1084.0
308.0;821.0
1169.0;1423.0
1642.0;1423.0
1359.0;1992.8333333333333
1022.0;1423.0
3325.0;1894.0
2043.0;1894.0
775.0;1423.0
775.0;1423.0
775.0;1423.0
5580.0;2737.0
4920.0;1894.0
1683.0;1423.0
1683.4622641509434;1430.433962264151
2592.0;2760.6315789473683
1122.25;1099.8
1327.0;1138.0
1339.0;1894.0
529.0;1423.0
1327.0;1138.0
6937.0;2737.0
451.0;1084.0
2073.0;1894.0
1430.0;1773.0
1423.0;1178.5
1981.0;1894.0
2311.0;1894.0
1644.0;1423.0
2045.0;1894.0
3245.0;1894.0
1587.0;2737.0
1430.0;1773.0
4106.0;1894.0
5667.0;1894.0
1272.0;1642.0
6944.0;1894.0
781.0;1423.0
3578.0;1894.0
1357.0;1642.0
3217.0;1894.0
1493.0;1642.0
3666.5;2091.0
730.0;1423.0
730.0;1423.0
503.0;1138.0
786.0;1423.0
473.0;1084.0
7013.0;1894.0
348.0;1084.0
664.0;1423.0
664.0;1423.0
664.0;1423.0
664.0;1423.0
664.0;1423.0
801.0;1423.0
554.0;821.0
554.0;821.0
2023.0;1642.0
1272.0;1642.0
4303.0;2288.0
4583.0;1894.0
531.0;1423.0
889.0;1423.0
1364.0;1423.0
1716.0;1423.0
4353.0;1894.0
132.0;821.0
7126.0;1894.0
5609.0;2288.0
819.0;1423.0
819.0;1423.0
1576.0;1423.0
419.0;1084.0
419.0;1084.0
4785.0;1894.0
7087.0;1894.0
885.0;1423.0
675.0;1138.0
5111.0;1894.0
5111.0;1894.0
5111.0;1894.0
5109.0;1894.0
2341.0;1445.0
2628.0;1894.0
5479.0;1894.0
1447.0;1894.0
3259.0;1894.0
1582.0;1423.0
4653.0;1894.0
1357.0;1642.0
1357.0;1642.0
1357.0;1642.0
1357.0;1642.0
3858.0;2288.0
707.0;1423.0
3811.0;1894.0
1685.0;1543.0
781.0;1423.0
3914.0;1894.0
1585.0;1894.0
3679.0;2288.0
664.0;1423.0
1327.0;1667.44
664.0;1423.0
757.0;1423.0
757.0;1423.0
757.0;1423.0
981.0;1423.0
757.0;1423.0
1327.0;1667.44
2879.0;1894.0
961.0;1894.0
697.0;1138.0
4193.0;1894.0
961.0;1894.0
919.0;1642.0
919.0;1642.0
1193.0;1894.0
908.0;1423.0
3847.0;2211.0
4051.0;2211.0
1311.0;2211.0
1592.0;1423.0
451.0;1084.0
2119.0;1642.0
5713.0;1445.0
948.0;1423.0
4209.0;1894.0
1557.0;1139.5714285714287
4094.0;2288.0
2055.0;1894.0
5288.0;1894.0
2771.0;1894.0
1200.0;1642.0
2034.0;1423.0
2034.0;1423.0
473.0;1084.0
1914.0;1894.0
5542.0;2211.0
2076.0;2288.0
2076.0;2288.0
672.0;1773.0
908.0;1423.0
2176.0;2737.0
730.0;1423.0
1653.0;1642.0
2126.0;2288.0
1087.9655172413793;1408.7327586206898
1984.0;2246.0
308.0;821.0
1283.0;1894.0
1283.0;1894.0
1487.0;1894.0
1287.0;1424.276595744681
470.0;1084.0
372.0;1084.0
1478.0;1715.3846153846155
1215.0;1642.0
826.0;1642.0
2851.269230769231;2186.6153846153848
5362.0;1894.0
2271.0;1894.0
1876.0;1894.0
1508.0;1642.0
1197.0;1423.0
2786.0;1894.0
2638.0;1894.0
4005.0;3628.631205673759
509.0;821.0
2244.0;1894.0
1367.0;1447.0
1352.0;1543.0
1352.0;1543.0
4051.0;1894.0
3297.0;3635.0
5553.0;3621.53
11804.0;3635.0
3380.0;2967.0
3297.0;3635.0
2154.0;1894.0
2369.0;1894.0
4258.0;1894.0
473.0;1084.0
4010.0;3186.0
451.0;1084.0
499.3211009174312;1322.2293577981652
6232.0;2758.3809523809523
1005.0;1423.0
1822.0;2737.0
469.0;1084.0
469.0;1084.0
2995.0;1894.0
5845.0;3635.0
2995.0;1894.0
5761.0;3635.0
5761.0;3635.0
1989.0;1423.0
1973.0;1642.0
1973.0;1642.0
483.5833333333333;1123.75
1357.0;1423.0
1962.0;1642.0
461.81538461538463;1159.623076923077
422.0;1084.0
2982.0;2967.0
2047.0;1894.0
3628.0;1894.0
3221.0;1894.0
4546.0;1894.0
1379.0;1423.0
861.7457627118644;1445.6440677966102
742.0;1423.0
4373.0;1894.0
4373.0;1894.0
1454.0;1642.0
419.0;1084.0
8589.0;2288.0
2363.0;1445.0
3214.0;2288.0
3185.0;1894.0
923.0;1423.0
2258.0;3186.0
2332.0;1894.0
4115.0;2288.0
2043.0;2211.0
1027.0;1423.0
803.0;1423.0
4953.0;1894.0
948.0;1423.0
4115.0;2286.8840579710145
1329.0;1423.0
2209.0;1423.0
4509.0;1894.0
388.985401459854;1088.948905109489
422.0;1084.0
4866.0;2288.0
4651.0;1894.0
1554.0;1894.0
3458.0;1894.0
3140.0;897.0
5192.0;2211.0
2643.0;1894.0
1090.126923076923;1493.753846153846
1973.0;1642.0
734.0;1138.0
5974.0;2288.0
1747.0;1642.0
4233.0;2288.0
2300.0;2818.6363636363635
2300.0;2737.0
2300.0;2808.84
889.0;1423.0
1296.0;1423.0
2384.0;1894.0
2384.0;1894.0
2384.0;1894.0
2384.0;1894.0
5192.0;2288.0
1889.0;1642.0
1404.0;1894.0
469.0;1084.0
2174.0;1894.0
2174.0;1894.0
5871.0;1894.0
3933.0;1894.0
2465.0;2763.4117647058824
2292.0;2737.0
1680.0;1894.0
3677.0;1894.0
473.0;1084.0
1260.0;1642.0
1983.0;1894.0
4069.0;2211.0
552.0;1423.0
3764.0;1894.0
1300.0;1423.0
600.0;1204.0
5553.0;2288.0
1557.0;1894.0
4355.0;2737.0
4355.0;2737.0
4355.0;2737.0
762.0;1543.0
2071.0;1894.0
1722.0;2737.0
1973.0;1642.0
847.0;1423.0
2071.0;1894.0
5675.0;2967.0
4751.0;2211.0
3801.0;1894.0
2582.0;2211.0
5239.0;2211.0
5239.0;2248.5714285714284
675.0;1138.0
1257.0;1440.1764705882354
2182.0;1894.0
1328.0;1423.0
1328.0;1423.0
1278.0;1423.0
2787.0;1894.0
3744.0;1894.0
419.0;1084.0
419.0;1084.0
1543.0;1423.0
1328.0;1423.0
1278.0;1423.0
2365.0;1894.0
274.8018018018018;1207.1801801801803
3652.0;1445.0
3569.0;1894.0
862.0;1423.0
862.0;1423.0
682.0;1423.0
1468.0;1894.0
2584.0;1894.0
3900.0;1894.0
1778.0;1894.0
2174.0;2211.0
1368.0;1894.0
3891.0;2967.0
4625.0;1894.0
4055.0;2211.0
4371.0;1894.0
4997.0;2211.0
473.0;1084.0
1917.0;2737.0
2258.0;3186.0
1990.0;2737.0
302.0;1084.0
4631.0;1894.0
3788.0;1894.0
6538.0;2211.0
4500.0;1894.0
682.0;1423.0
1653.0;1642.0
22761.0;2288.0
22761.0;2288.0
1970.0;1926.5
1084.0;1423.0
870.0;1084.0
722.0;1423.0
1260.0;1642.0
600.4375;1134.625
3801.0;2288.0
2266.0;2211.0
2364.0;2288.0
2647.0;2288.0
3876.0;2288.0
4020.0;1894.0
2864.0;1897.2680412371135
963.0;1423.0
381.0;821.0
2934.0;1894.0
1469.0;1642.0
5150.0;2288.0
4716.0;2967.0
3490.0;1479.5384615384614
646.3188405797101;1368.8115942028985
2433.0;1894.0
1211.0;1642.0
2386.0;1894.0
2104.0;2211.0
1722.0;2211.0
3964.0;1894.0
2798.0;1894.0
1074.3953488372092;1428.093023255814
2798.0;1894.0
4306.0;2288.0
1973.0;1894.0
3795.0;1445.0
640.0;1423.0
640.0;1423.0
2897.0;1894.0
2750.0;2211.0
5972.0;1894.0
4820.0;2288.0
1701.0;1423.0
479.34090909090907;1097.090909090909
600.0;1423.0
1973.0;1642.0
1973.0;1642.0
1973.0;1642.0
352.0;821.0
352.0;821.0
1973.0;1642.0
1973.0;1642.0
1596.0;1423.0
1973.0;1642.0
2822.0;1894.0
419.0;1084.0
3400.0;1894.0
4461.0;2288.0
5580.0;2047.6969696969697
1557.0;1447.0
6913.0;1894.0
4797.0;1894.0
1347.0;1894.0
908.152380952381;1487.6571428571428
775.0;1423.0
2380.0;2211.0
4609.0;2211.0
3887.0;2288.0
5120.0;2737.0
4408.666666666667;1894.0
4351.0;2288.0
4481.0;2288.0
1226.0;1642.0
3932.343434343434;1614.040404040404
6997.0;1894.0
4242.0;2211.0
4574.0;1894.0
1134.5238095238096;1798.2380952380952
3690.0;1894.0
3856.0;3635.0
3856.0;3635.0
3856.0;3635.0
3856.0;3635.0
3683.0;1894.0
4117.0;1894.0
2445.0;1894.0
1092.0;1445.0
5766.0;3635.0
2218.0;2211.0
1530.0;1423.0
1850.0;1894.0
2562.0;3186.0
599.1864864864865;1247.472972972973
2630.0;1894.0
805.0;1423.0
775.0;1423.0
3855.0;1894.0
1576.0;1423.0
2167.0;1894.0
4239.0;1686.0
1709.5;1658.5
534.0;1423.0
4104.0;2211.0
4104.0;2211.0
4082.0;1894.0
419.0;1084.0
419.0;1084.0
419.0;1084.0
7483.0;3635.0
1018.0;1423.0
4040.0;1894.0
7447.0;2239.4324324324325
2752.0;2211.0
7447.0;2238.684210526316
7329.372093023256;2334.813953488372
2726.0;2211.0
1018.0;1423.0
1278.2727272727273;1504.5454545454545
676.0;1423.0
1473.0;2211.0
1239.8235294117646;1135.4705882352941
846.0;1423.0
846.0;1423.0
4117.0;1894.0
1596.0;1894.0
1479.0;1894.0
2550.0;1894.0
718.0;1423.0
698.0;1423.0
1865.0;1894.0
4093.0;2211.0
2646.0;1894.0
1018.0;1423.0
1773.0;1894.0
2454.0;1894.0
2429.0;2211.0
1629.0;1204.0
1018.0;1423.0
1018.0;1423.0
692.0393700787401;1271.0393700787401
1327.0;1138.0
6376.0;3635.0
4957.0;2967.0
534.0;1423.0
1830.0;1423.0
451.0;1138.0
1687.0;1151.75
2590.0;1894.0
4425.0;1894.0
8028.0;3635.0
2277.0;1894.0
5109.0;1894.0
915.78125;1452.4375
2099.0;1894.0
4478.0;3635.0
3782.0;2211.0
2587.0;1894.0
1666.0;1894.0
2706.0;1894.0
2706.0;1894.0
2706.0;1894.0
4769.0;3635.0
2745.0;1894.0
1456.0;1447.0
1306.0;1894.0
1000.0;1423.0
3983.0;1894.0
2470.0;2091.0
3173.0;1894.0
1658.0;1642.0
3714.0;2211.0
3714.0;2211.0
3024.0;1922.8181818181818
3024.0;2243.875
663.0;1423.0
352.0;821.0
7061.0;2211.0
1981.0;2211.0
515.0;1138.0
515.0;1138.0
687.0;1084.0
378.0;1084.0
378.0;1084.0
1166.0;1642.0
1973.0;1642.0
7341.0;2737.0
3705.0;1894.0
3867.0;1894.0
3742.0;1658.5
2041.5;1357.5
3712.0;1894.0
3072.0;2737.0
5554.0;2211.0
1574.0;1960.0
2154.0;1894.0
4953.0;1894.0
2527.0;1894.0
1348.1333333333334;1423.3666666666666
1436.0;1423.0
543.0;1423.0
614.0;1084.0
1274.0;1423.0
2036.0;1423.0
1489.0;1423.0
665.0;1203.7692307692307
709.0;1138.0
3926.0;1894.0
1327.0;1138.0
1327.0;1138.0
1084.0;1423.0
734.0;1138.0
734.0;1138.0
948.0;1423.0
948.0;1423.0
3576.0;2211.0
3917.0;2288.0
7256.0;2211.0
4663.0;2211.9625
2327.0;1960.0
7325.0;2211.0
7325.0;2211.0
7228.0;1894.0
1841.0;1894.0
1068.764705882353;1446.1764705882354
4625.0;3625.742268041237
4625.0;3635.0
4625.0;3635.0
4625.0;3635.0
4625.0;3635.0
4625.0;3635.0
4625.0;3635.0
5269.0;3186.0
4982.0;2211.0
2279.0;1445.0
1112.0;1423.0
1112.0;1423.0
1592.0;1423.0
1841.0;1894.0
7053.0;1894.0
142.0;821.0
1916.0;1894.0
2612.0;1894.0
2041.2058823529412;1649.4117647058824
2235.0;2211.0
2235.0;2211.0
1658.0;2211.0
4398.0;1894.0
2504.0;1894.0
5252.0;1894.0
2888.0;1894.0
4732.0;1894.0
5629.0;2288.0
2994.2063492063494;2198.4920634920636
775.0;1423.0
3037.0;2737.0
3037.0;2737.0
3037.0;2737.0
3037.0;2737.0
1660.0;1894.0
6926.0;3186.0
3037.0;2737.0
1493.0;2211.0
3037.0;2737.0
3037.0;2737.0
880.0;1423.0
3037.0;2737.0
1830.0;1894.0
1660.0;1894.0
7286.0;2211.0
3265.0;1445.0
3127.0;2211.0
1379.0;1423.0
1379.0;1423.0
1388.0;1423.0
1274.0;1894.0
1274.0;1894.0
6042.833333333333;1868.3333333333333
5875.0;2288.0
4053.0;2288.0
2792.0;1894.0
842.1320754716982;1313.245283018868
350.0;821.0
1339.0;1894.0
1653.0;1642.0
2314.0;1894.0
2235.0;1894.0
708.0;1138.0
2562.0;2754.96
3499.0;1894.0
2055.0;2211.0
2803.0;2746.9777777777776
4603.0;3186.0
3973.0;1894.0
2560.0;2801.1428571428573
3732.0;2211.0
6175.0;2211.0
2705.0;1894.0
1632.0;2211.0
7064.0;2759.45
2509.0;2211.0
5306.0;2779.7619047619046
1123.0;1642.0
3282.0;2754.96
5078.0;3186.0
2663.0;1894.0
3591.0;1894.0
2917.0;2211.0
1278.0;1423.0
5580.0;2766.9333333333334
1812.0;2211.0
2531.0;2211.0
2325.253164556962;1894.0
3723.0;1894.0
1632.0;2211.0
4154.0;2288.0
350.0;821.0
350.0;821.0
3795.0;1894.0
6987.0;1894.0
1322.0;1423.0
740.0;1423.0
600.0;1423.0
1379.0;1423.0
1379.0;1423.0
948.0;1423.0
2938.0;2211.0
2363.0;1894.0
3983.0;1894.0
3983.0;1894.0
1327.0;1662.516129032258
5882.0;1894.0
3251.0;2288.0
3856.0;1894.0
7071.0;2211.0
7356.0;2211.0
2025.0;2737.0
2025.0;2737.0
3869.0;2211.0
7064.0;1894.0
6149.0;2211.0
5856.0;1894.0
3990.0;1894.0
419.0;1084.0
2151.75;1776.25
1122.0;1423.0
5956.0;2211.0
2637.0;1894.0
476.0;1423.0
476.0;1423.0
567.0;1423.0
7043.0;2211.0
5842.0;1894.0
1894.0;1894.0
921.0;1642.0
1340.3235294117646;1182.4705882352941
1327.0;1138.0
734.0;1138.0
3752.0;1894.0
3405.0;1894.0
4233.0;2288.0
3177.0;1894.0
3990.0;1894.0
2956.3333333333335;1999.6666666666667
2775.5384615384614;1894.0
2463.0;1894.0
1064.0;1423.0
4108.0;1894.0
4290.0;1669.5
3713.0;1894.0
761.0;1423.0
3668.0;1894.0
3795.0;1894.0
3555.0;1509.142857142857
412.0740740740741;900.4814814814815
4313.0;1894.0
6954.0;1894.0
3928.0;1894.0
6954.0;1894.0
6954.0;1894.0
4237.0;1894.0
2055.0;1894.0
6845.0;2211.0
3030.0;2211.0
567.0;1423.0
567.0;1423.0
4209.0;1894.0
1691.0;1960.0
1956.0;1445.0
5733.0;1894.0
3839.0;1894.0
7257.0;2288.0
2083.0;1894.0
7016.0;2735.389705882353
1358.0;1894.0
4399.0;1894.0
1405.3361344537816;1807.0672268907563
2755.0;2211.0
3500.0;1445.0
1000.0;1423.0
3842.0;2737.0
1799.0;1894.0
7297.0;2288.0
7297.0;2288.0
4062.0;2967.0
775.0;1642.0
7449.0;2967.0
4997.0;2211.0
6532.398496240601;2199.127819548872
4247.0;1894.0
3136.0;2288.0
7078.0;1894.0
1666.1509433962265;1642.0
4136.0;1894.0
2643.0;1894.0
4630.0;1894.0
1990.0701754385964;1646.421052631579
2988.0;2967.0
762.0;1423.0
1846.0;1900.6041666666667
734.0;1138.0
573.0;1423.0
1793.0;1894.0
725.0;1423.0
2888.0;2211.0
3966.0;2315.5
637.0;1423.0
1116.0;1423.0
1955.0;1894.0
1747.0;1642.0
944.0;1138.0
1162.0;1423.0
1162.0;1423.0
1388.0;1894.0
1388.0;1894.0
1428.0;1423.0
2905.0;1894.0
5708.0;1894.0
5708.0;1894.0
4599.0;2287.3474576271187
3885.0;2211.0
4055.0;2211.0
1119.0;1423.0
1574.0;1642.0
892.5573770491803;1444.5409836065573
3265.0;1445.0
2485.0;1894.0
1987.0;1894.0
2205.0;1894.0
2487.0;2801.1428571428573
1287.2990654205607;1429.1401869158879
1683.0;1423.0
4986.0;1894.0
2273.0;1894.0
419.0;1084.0
880.0;1423.0
2030.0;1423.0
880.0;1423.0
1149.0;1423.0
880.0;1423.0
880.0;1423.0
880.0;1423.0
402.0;1084.0
880.0;1423.0
880.0;1423.0
7132.0;2211.0
1350.3372093023256;1423.0
5961.0;1894.0
1204.0;1642.0
2205.0;1894.0
4637.0;1894.0
158.0;821.0
4121.0;2288.0
3558.0;2737.0
720.0;1423.0
1875.0;2211.0
345.0833333333333;865.7083333333334
4029.0;1894.0
1519.0;1894.0
1616.0;1894.0
1473.0;1543.0
1831.0;1642.0
2139.0;1894.0
2139.0;1894.0
2502.0;1543.0
2502.0;1543.0
1273.0;1423.0
4488.0;2211.0
635.0;1138.0
1457.0;1894.0
3828.0;2211.0
3030.0;1894.0
1760.0;1894.0
3651.0;1894.0
994.0;1138.0
4242.0;2288.0
10341.333333333334;1916.0
775.0;1423.0
775.0;1423.0
762.0;1423.0
762.0;1423.0
762.0;1423.0
860.0;1138.0
734.0;1138.0
734.0;1138.0
5704.0;1894.0
1368.0;1642.0
2822.0;2211.0
1539.0;1423.0
949.0;1423.0
817.0;1423.0
2461.0;1894.0
3887.0;2288.0
4317.0;1894.0
2276.0;2351.266666666667
1259.0;1084.0
3990.0;1894.0
3744.0;1894.0
701.9152542372881;1249.1016949152543
675.0;1138.0
727.0;1423.0
775.0;1423.0
775.0;1423.0
3902.0;1894.0
7454.0;2211.0
6506.0;1894.0
2154.0;1894.0
3808.0;1894.0
1572.0;1894.0
1837.0;1894.0
1837.0;1894.0
1837.0;1894.0
773.0;1423.0
773.0;1423.0
3748.0;1466.1
2871.0;1894.0
4298.0;1894.0
2755.0;2211.0
2052.0;1423.0
3985.0;1894.0
4314.0;1894.0
378.0;1084.0
1691.0;1986.2666666666667
5880.0;3635.0
4121.0;2288.0
2726.0;1894.0
5277.0;3635.0
6366.0;2288.0
4508.0;1894.0
3894.0;1894.0
3894.0;1894.0
3002.0;2737.0
3002.0;2737.0
1397.0;1423.0
1274.0;1894.0
1274.0;1894.0
6899.0;1894.0
4015.0;2288.0
4866.0;1894.0
912.0;1423.0
2633.0;1894.0
1576.0;1402.642857142857
7150.0;2211.0
2026.0;1894.0
1333.0;1998.0
355.4237288135593;1091.5762711864406
1084.0;1423.0
734.0;1138.0
734.0;1138.0
1981.0;2211.0
2610.0;2211.0
3880.0;1894.0
4267.0;1894.0
4104.0;1894.0
4279.0;2211.0
22675.0;2967.0
2172.0;1894.0
3458.0;1894.0
3458.0;1894.0
1688.0;1423.0
23003.0;2967.0
23003.0;2967.0
1243.0;1423.0
5491.0;2288.0
3188.0;2288.0
2456.0;1894.0
890.0;1084.0
1782.0;1894.0
2377.0;1894.0
7417.0;2288.0
3119.0;1894.0
1973.0;1642.0
535.3392857142857;1156.5892857142858
698.8448275862069;1424.8879310344828
1973.0;1642.0
808.0;1423.0
3854.0;2737.0
7068.0;2211.0
2571.0;1894.0
1697.0;2211.0
2128.0;1423.0
1578.0;1423.0
1478.0;1642.0
1357.0;1642.0
4274.0;1894.0
1578.0;1437.1290322580646
2338.0;1642.0
1011.0;1423.0
2049.0;2211.0
2592.0;3186.0
2592.0;3186.0
1333.0;1423.0
5490.0;3186.0
3968.0;2760.6315789473683
1297.0;1423.0
736.0;0.0
1333.0;1423.0
1449.0;1894.0
3098.0;1894.0
4167.0;1894.0
1011.0;1423.0
773.0;1423.0
7229.0;1894.0
1011.0;1423.0
675.0;1138.0
3972.0;2430.5
722.0;1423.0
487.0;1314.0
435.0;1084.0
1022.0;1423.0
4361.0;2288.0
1583.0;1894.0
837.0;2211.0
3666.0;2211.0
3663.0;1894.0
2636.0;1894.0
734.0;1138.0
4191.0;1894.0
1491.0;1894.0
2384.0;2793.125
2371.0;2737.0
534.0;1423.0
534.0;1423.0
609.9902912621359;1309.5533980582525
775.0;1423.0
1678.3238095238096;1639.9142857142858
7299.0;2737.0
1274.0;1423.0
998.0;1642.0
897.0;1423.0
7529.0;2288.0
1691.0;1986.2666666666667
1618.0;1894.0
4947.0;2288.0
1136.462962962963;596.2592592592592
1058.5;1658.5
2068.0;1894.0
435.0;1084.0
6370.0;2967.0
6370.0;2967.0
6370.0;2967.0
620.8787878787879;886.030303030303
419.0;821.0
3634.0;2288.0
735.0;1423.0
6370.0;2967.0
22720.0;3635.0
4361.0;2288.0
5615.0;2967.0
22470.0;2288.0
6828.0;2288.0
6828.0;2288.0
3858.0;2288.0
4492.0;1894.0
4463.0;2211.0
7325.0;2212.2419354838707
6411.0;3635.0
6411.0;3635.0
6411.0;3635.0
7438.0;2288.0
5615.0;2967.0
736.0;1138.0
4463.0;1894.0
3667.0;1894.0
2726.0;1894.0
11861.0;3635.0
422.0;1084.0
2757.0;1423.0
2010.0;1773.0
4187.0;2288.0
2714.0;1894.0
1333.0;2288.0
1388.0;1423.0
5375.0;1894.0
534.0;1423.0
5749.426829268293;1943.6036585365853
3744.0;2737.0
3357.0;1894.0
1989.0;2288.0
1989.0;2288.0
2071.0;1894.0
2071.0;1894.0
2071.0;1894.0
1896.0;1894.0
2956.0;1894.0
886.0;1423.0
3108.3333333333335;2039.4888888888888
2748.0;1894.0
3467.0;1894.0
886.0;1423.0
1886.0;2737.0
2634.0;1894.0
1760.0;1894.0
534.0;1423.0
6377.0;1894.0
1342.0;1423.0
4002.0;3635.0
4338.0;1894.0
692.0;1423.0
692.0;1423.0
1327.0;1138.0
764.0;1423.0
1327.0;1642.0
3788.0;1894.0
4274.0;2288.0
1327.0;1138.0
834.0;1423.0
4387.0;1894.0
2903.0;1894.0
764.0;1423.0
1372.25;1168.5
1826.0;1445.0
1327.0;1138.0
4785.0;2211.0
1883.0;1894.0
1101.0;1423.0
