Classe;Número do RIP;UF;Município;Endereço;Bairro;Conceituação;Tipo Imóvel;Situação da Utilização;Proprietário Oficial;Regime de Utilização;CEP DO IMOVEL;VALOR DO M2 DO TERRENO;VALOR DO M2 DE CONSTRUCAO
DOMINIAL;7107010006291;SP;SAO PAULO;R GENERAL CARNEIRO 115 15 PAVTO EDIF VISTA ALEGRE CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107010000250;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 603 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000021999;SP;SAO PAULO;GAL CARNEIRO 104 E 108 CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000001610;SP;SAO PAULO;R GENERAL CARNEIRO 129 LOTES 37-35- ED GABRIEL GONCALVES CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000008119;SP;SAO PAULO;R GENERAL CARNEIRO 115 PAV 8 EDIF VISTA ALEGRE CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000008895;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 601 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107010009800;SP;SAO PAULO;PC PADRE MANUEL DA NOBREGA 21 CONJ 51 EDIF CLAUDIO MONTEIRO SOARES CEP: 01015010;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015010;8328.393442622952;2098.901639344262
DOMINIAL;7107010002385;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJ 22 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000002340;SP;SAO PAULO;R GENERAL CARNEIRO 259 TERRENO CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000010601;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1003 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000005284;SP;SAO PAULO;R GENERAL CARNEIRO 193 TERRENO CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000021484;SP;SAO PAULO;R GENERAL SOCRATES 77 E 79-PARTE DO LOTE 6 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934
DOMINIAL;7107000001963;SP;SAO PAULO;R GENERAL CARNEIRO 151 TERRENO CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000023851;SP;SAO PAULO;R GENERAL SOCRATES 273 E O NUM 277 DO LOTE 27 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934
DOMINIAL;7107000016804;SP;SAO PAULO;R GENERAL SOCRATES 315 LOTE 31 B CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934
DOMINIAL;7107000014437;SP;SAO PAULO;R GENERAL SOCRATES 537 LOTE 45 C CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934
DOMINIAL;7107010007263;SP;SAO PAULO;R BOA VISTA 162 1 ANDAR - ED BANDEIRANTES CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917591;2298.4960380348653
DOMINIAL;7107000011179;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1202 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000016480;SP;SAO PAULO;R BOA VISTA 63 LOJAS 1 2 E 3 SUBSDOS 1 E 2 BOA CEP: 01014000;VISTA SAO PAULO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917591;2298.4960380348653
DOMINIAL;7107000019668;SP;SAO PAULO;R GENERAL SOCRATES 171 LOTE 18 E PARTE DO LOTE 17 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934
DOMINIAL;7107000023770;SP;SAO PAULO;R GENERAL SOCRATES 63 PARTE LT 5 CEP: 03632040;PENHA FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934
DOMINIAL;7107000004717;SP;SAO PAULO;R GEN SOCRATES 431 TERRENO CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636
DOMINIAL;7107010004400;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJ 72 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000017371;SP;SAO PAULO;R GENERAL SOCRATES 405 LOTE 38 A CEP: 03632040;PENHA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934
DOMINIAL;7107000006507;SP;SAO PAULO;R GEN SOCRATES 231 TERRENO LOTE 23 A CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636
DOMINIAL;7107000009514;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 703 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000008461;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 2 SUB - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107010001907;SP;SAO PAULO;R GEN SOCRATES 397 PARTE DO LOTE 37 CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636
DOMINIAL;7107010008669;SP;SAO PAULO;R GENERAL SOCRATES 41 E 43-PARTE DO LOTE 04 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934
DOMINIAL;7107010009711;SP;SAO PAULO;R GENERAL CARNEIRO 115 11 PAVTO EDIFICIO BANCO CONTINENTAL CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000022707;SP;SAO PAULO;R BOA VISTA 162 4 AND ED BANDEIRANTES CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917591;2298.4960380348653
DOMINIAL;7107010007182;SP;SAO PAULO;R BOA VISTA 162 PAVTO INTERMEDIARIO-ED BANDEIRANTES CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917591;2298.4960380348653
DOMINIAL;7107000006094;SP;SAO PAULO;R GEN SOCRATES 301 TERRENO CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636
DOMINIAL;7107010004752;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJ 82 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107010004833;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJ 83 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000011683;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1304 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000007813;SP;SAO PAULO;PC PADRE MANUEL DA NOBREGA 21 EDIF CLAUDIO MONTEIRO SOARES CEP: 01015010;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015010;8328.393442622952;2098.901639344262
DOMINIAL;7107000023509;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1605 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000020674;SP;SAO PAULO;R GEN SOCRATES 131 LT 13 CEP: 03632000;PENHA FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636
DOMINIAL;7107010006020;SP;SAO PAULO;R GENERAL CARNEIRO 115 12 PAVTO ED VISTA ALEGRE CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000002005;SP;SAO PAULO;R GENERAL SOCRATES 19 E 23 -PARTE DO LOTE 2 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934
DOMINIAL;7107010005309;SP;SAO PAULO;R BOA VISTA 128 UNIDADE AUTONOMA 1004 CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917591;2298.4960380348653
DOMINIAL;7107010003004;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJ 32 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107010000927;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1606 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000022456;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1006 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000007490;SP;SAO PAULO;R BOA VISTA 63 EDIF BOA VISTA CEP: 01014000;SE SAO PAULO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917591;2298.4960380348653
DOMINIAL;7107000020593;SP;SAO PAULO;R GEN SOCRATES S/N LT 28 CEP: 03632000;PENHA FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636
DOMINIAL;7107000002420;SP;SAO PAULO;R GENERAL CARNEIRO 134 TERRENO CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107010002466;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJUNTO 23 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107010002202;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJUNTO 21 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107010000846;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1602 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000015409;SP;SAO PAULO;R GENERAL CARNEIRO 115 13 PAVIMENTO EDIFICIO VISTA ALEGRE CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000008038;SP;SAO PAULO;R GENERAL CARNEIRO 115 PAV 7 EDIF BANCO CONTINENTAL CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.8088235294117
DOMINIAL;7107000009000;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 604 605 606 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107010001656;SP;SAO PAULO;R GEN SOCRATES 387 PARTE LOTE 36 CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636
DOMINIAL;7107000011845;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1306 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000011098;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1201 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013986;2270.7062937062938
DOMINIAL;7107000006256;SP;SAO PAULO;R BOA VISTA 104 E 116 CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917591;2298.4960380348653
IMOVEL FUNCIONAL;7107007425009;SP;SAO PAULO;AV DOM PEDRO I 100 GARAGEM DO IV COMAR CEP: 1552000;VILA MONUMENTO;NACIONAL INTERIOR;QUARTEL;EM USO;União (Adm. Pub. Fed. direta);Imóvel Funcional;1552000;1337.121794871795;1866.1378205128206
USO ESPECIAL;7107016815000;SP;SAO PAULO;R DOUTOR MARIO VICENTE 491  CEP: 4270000;VILA DOM PEDRO I;NACIONAL INTERIOR;CASA;EM USO;Outros;Locação de Terceiros;4270000;1322.0990712074304;1640.9721362229102
USO ESPECIAL;7107006825003;SP;SAO PAULO;R CORINTO 512 VAGA Nº40 DO APTO 74, BLOCO B  - LOCALIZADA NO  2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903324
USO ESPECIAL;7107005025003;SP;SAO PAULO;R URUSSUI 93 PRÉDIO CEP: 4542050;ITAIM BIBI;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4542050;4943.886198547216;2036.0653753026634
USO ESPECIAL;7107018675001;SP;SAO PAULO;R PEDRO DE TOLEDO 717  CEP: 4039032;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4039032;2994.766666666667;1438.8666666666666
USO ESPECIAL;7107010545001;SP;SAO PAULO;R BOTUCATU 821 RUA PEDRO DE TOLEDO 581/583 CEP: 4023061;VILA CLEMENTINO;NÃO INFORMADO;UNIVERSIDADE;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4023061;2941.3564356435645;1679.5544554455446
USO ESPECIAL;7107006165003;SP;SAO PAULO;R BARRA FUNDA 81 67 CEP: 1152000;BARRA FUNDA;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1152000;1821.6584022038567;1528.8595041322315
USO ESPECIAL;7107007385007;SP;SAO PAULO;PC PROFESSOR OSWALDO VICENZO 100 ANTIGA PRAÇA CEP: 1524050;CAMBUCI;NACIONAL INTERIOR;QUARTEL;EM USO;União (Adm. Pub. Fed. direta);Uso em Serviço Público ;1524050;1369.0;1653.0
USO ESPECIAL;7107011795001;SP;SAO PAULO;R LOEFGREN 1647  CEP: 4040032;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4040032;2921.5524475524476;1946.6573426573427
USO ESPECIAL;7107007005000;SP;SAO PAULO;R CORINTO 512 VAGA Nº 61 DO APTO 121 BLOCO B -  LOCALIZADA NO 2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903324
USO ESPECIAL;7107003805001;SP;SAO PAULO;R MURAJUBA 217 LOTE 10 QUADRA 127, ALTO DE PINHEIROS CEP: 5467010;ALTO DE PINHEIROS;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5467010;2160.6857142857143;1956.4
USO ESPECIAL;7107017995002;SP;SAO PAULO;R ANTONIO MACUCO ALVES 110 CASA 5 CEP: 5382050;JARDIM SARAH;NACIONAL INTERIOR;RESIDÊNCIA;EM USO;União (Adm. Pub. Fed. direta);Uso em Serviço Público ;5382050;701.155737704918;1081.2622950819673
USO ESPECIAL;7107014625000;SP;SAO PAULO;R JOSE DA SILVA RIBEIRO 120 APARTAMENTO Nº 144 - ED. VÔO - TORRE B CEP: 5726130;VILA ANDRADE;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5726130;677.1437086092715;1465.546357615894
USO ESPECIAL;7107003925007;SP;SAO PAULO;R ABILIO SOARES 1130 SP 02-0127 CEP: 4005004;PARAISO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Uso em Serviço Público ;4005004;3404.6875;957.0625
USO ESPECIAL;7107014585008;SP;SAO PAULO;R JOSE DA SILVA RIBEIRO 120 APARTAMENTO Nº 142 - ED. VÔO - TORRE B CEP: 5726130;VILA ANDRADE;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5726130;677.1437086092715;1465.546357615894
USO ESPECIAL;7107017525006;SP;SAO PAULO;R OTAVIO DE MORAIS 156 AP. 46 ED. CASTANHEIRA - CONDOMÍNIO BOULEVARD SÃO FRANCISCO CEP: 5351080;CIDADE SAO FRANCISCO;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5351080;617.0;1359.5067873303167
USO ESPECIAL;7107005815004;SP;SAO PAULO;R NAPOLEAO DE BARROS 827  CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134502
USO ESPECIAL;7107015045007;SP;SAO PAULO;R JOAO SIMOES DE SOUZA 391 B055 CEP: 5734140;PARQUE REBOUCAS;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5734140;629.7371273712737;1263.6368563685637
USO ESPECIAL;7107016085002;SP;SAO PAULO;PC FRANKLIN ROOSEVELT 215 CJTO 152 CEP: 1303020;CONSOLACAO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;1303020;3590.4761904761904;1585.033434650456
USO ESPECIAL;7107005955000;SP;SAO PAULO;R NAPOLEAO DE BARROS 876 APARTAMENTO 45 CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;APARTAMENTO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134502
USO ESPECIAL;7107006585002;SP;SAO PAULO;R CORINTO C/ FUNDOS C/ A RUA JERONIMO FRANÇA 512 VAGA 04  DO APTO 82, BLOCO A - LOCALIZADA NO 2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903324
USO ESPECIAL;7107015675000;SP;SAO PAULO;R VICENTE DE SABOIA 144 CONDOMÍNIO NOVITÁ FIORE - EDIFÍCIO  VERONA - APARTAMENTO 01 CEP: 5358130;VILA NOVA ALBA;MARINHA;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5358130;746.0;1374.5193370165746
USO ESPECIAL;7107018615009;SP;SAO PAULO;AL JAU 389 CJ 141 CEP: 1420001;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394
USO ESPECIAL;7107018575007;SP;SAO PAULO;AL JAU 389 CJ 131 CEP: 1420001;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394
USO ESPECIAL;7107004505001;SP;SAO PAULO;R VISCONDE DE INHAUMA 308 APTO 44 CEP: 4145030;SAÚDE;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;4145030;1574.3851417399806;1920.3616813294232
USO ESPECIAL;7107003795006;SP;SAO PAULO;R MURAJUBA 217 LOTE 9, QUADRA 127, CEP: 5467010;ALTO DE PINHEIROS;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5467010;2160.6857142857143;1956.4
USO ESPECIAL;7107017835005;SP;SAO PAULO;R MAJOR MARAGLIANO 241 287 CEP: 4017030;VILA MARIANA;NACIONAL INTERIOR;HOSPITAL;EM USO;Outros;Cessão - Outros;4017030;2584.6493506493507;1722.090909090909
USO ESPECIAL;7107014505004;SP;SAO PAULO;R JOSE DA SILVA RIBEIRO 120 APARTAMENTO Nº 184 - ED. CANTO - TORRE A CEP: 5726130;VILA ANDRADE;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5726130;677.1437086092715;1465.546357615894
USO ESPECIAL;7107017585009;SP;SAO PAULO;R OTAVIO DE MORAIS 156 AP. 15 ED. PAINEIRA - CONDOMÍNIO BOULEVARD SÃO FRANCISCO CEP: 5351080;CIDADE SAO FRANCISCO;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5351080;617.0;1359.5067873303167
USO ESPECIAL;7107003965009;SP;SAO PAULO;R DA INDEPENDENCIA 820 SP 02-0135 CEP: 1524000;CAMBUCI;NACIONAL INTERIOR;RESIDÊNCIA;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1524000;1428.7684887459807;1962.2122186495176
USO ESPECIAL;7107009075005;SP;SAO PAULO;R PEDRO DE TOLEDO 795  CEP: 4039032;VILA CLEMENTINO;NÃO INFORMADO;GALPÃO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4039032;2994.766666666667;1438.8666666666666
USO ESPECIAL;7107015775005;SP;SAO PAULO;PC FRANKLIN ROOSEVELT 215 LOJA CEP: 1303020;CONSOLACAO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;1303020;3590.4761904761904;1585.033434650456
USO ESPECIAL;7107011955009;SP;SAO PAULO;R MORCOTE 84  CEP: 4040020;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4040020;2783.3636363636365;1475.5454545454545
USO ESPECIAL;7107018175009;SP;SAO PAULO;AL JAU 389 CJ 31 CEP: 1420001;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394
USO ESPECIAL;7107017465003;SP;SAO PAULO;R OTAVIO DE MORAIS 156 AP. 26 ED. CASTANHEIRA - CONDOMÍNIO BOULEVARD SÃO FRANCISCO CEP: 5351080;CIDADE SAO FRANCISCO;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5351080;617.0;1359.5067873303167
