Classe;Número do RIP;UF;Município;Endereço;Bairro;Conceituação;Tipo Imóvel;Situação da Utilização;Proprietário Oficial;Regime de Utilização;CEP DO IMOVEL;VALOR DO M2 DO TERRENO;VALOR DO M2 DE CONSTRUCAO
USO ESPECIAL;7107007545004;SP;SAO PAULO;AV PAULISTA 1345 PAULISTA, 1355 COM SAÍDA PARA A ALAMEDA SANTOS, 1392 CEP: 1311200;BELA VISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1311200;24158.88728439631;2317.8547934215803
USO ESPECIAL;7107009325001;SP;SAO PAULO;R JOSE DO PATROCINIO 303 ESQUINA C/ A RUA XIMBÓ CEP: 4108000;ACLIMACAO;NACIONAL INTERIOR;CASA;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Outros;4108000;2146.1454545454544;1609.1454545454546
USO ESPECIAL;7107015145001;SP;SAO PAULO;R JOAO SIMOES DE SOUZA 391 B175 CEP: 5734140;PARQUE REBOUCAS;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5734140;629.7371273712737;1263.6368563685637
USO ESPECIAL;7107017205001;SP;SAO PAULO;R OTAVIO DE MORAIS 156 AP. 25 ED. JEQUITIBÁ - CONDOMÍNIO BOULEVARD SÃO FRANCISCO CEP: 5351080;CIDADE SAO FRANCISCO;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5351080;617.0;1359.5067873303167
USO ESPECIAL;7107017445002;SP;SAO PAULO;R OTAVIO DE MORAIS 156 AP. 21  ED. CASTANHEIRA - CONDOMÍNIO BOULEVARD SÃO FRANCISCO CEP: 5351080;CIDADE SAO FRANCISCO;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5351080;617.0;1359.5067873303167
USO ESPECIAL;7107003635009;SP;SAO PAULO;R LOEFGREN 2032  CEP: 4040003;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4040003;2903.035714285714;1407.357142857143
USO ESPECIAL;7107012135005;SP;SAO PAULO;R PROFESSOR FRANCISCO DE CASTRO 105  CEP: 4020050;VILA MARIANA;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4020050;2814.0;1576.0
USO ESPECIAL;7107007565005;SP;SAO PAULO;AV ERNESTO AUGUSTO LOPES 100 CEMITÉRIO DO ARAÇÁ, QUADRA 136-A, TERRENO Nº 59 CEP: 2169030;PARQUE VILA MARIA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;2169030;87.1875;512.9375
USO ESPECIAL;7107014905002;SP;SAO PAULO;R DOUTOR DIOGO DE FARIA 395 397 CEP: 4037001;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4037001;3061.976109215017;1984.8156996587031
USO ESPECIAL;7107016515007;SP;SAO PAULO;EST DA BARRAGEM S/N IMÓVEL II - TÍTULO Nº 7 (862  158) CEP: 4895020;COLONIA ZONA SUL;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);Disponível para Alienação;4895020;43.289855072463766;167.44927536231884
USO ESPECIAL;7107016185007;SP;SAO PAULO;AV OTACILIO TOMANIK 686 CONDOMÍNIO NOVITÁ ACQUA - EDIFÍCIO FIRENZE - APARTAMENTO 77 CEP: 5363000;VILA POLOPOLI;MARINHA;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5363000;1056.7374658158615;1517.6016408386508
USO ESPECIAL;7107007185008;SP;SAO PAULO;R CORINTO 512 VAGA Nº 52 DO APTO 101 BLOCO B  - LOCALIZADA NO  2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903324
USO ESPECIAL;7107004685000;SP;SAO PAULO;AV IPIRANGA 1225 1235 CEP: 1039000;REPUBLICA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Cessão para Prefeituras, Estados e outras Entidades sem Fins Lucrativos;1039000;5822.212669683258;1556.0914027149322
USO ESPECIAL;7107006065009;SP;SAO PAULO;R NAPOLEAO DE BARROS 847  CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134502
USO ESPECIAL;7107017705004;SP;SAO PAULO;R OTÁVIO DE MORAIS 156 AP. 45 ED. PAINEIRA - CONDOMÍNIO BOULEVARD SÃO FRANCISCO CEP: 5351080;VILA SÃO FRANCISCO;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5351080;617.0;1359.5067873303167
USO ESPECIAL;7107011435005;SP;SAO PAULO;R BOTUCATU 602  CEP: 4023062;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4023062;3093.216;2015.6
USO ESPECIAL;7107003705007;SP;SAO PAULO;R JACOB ROGANTI 0  CEP: 5338000;VILA LAGEADO;NACIONAL INTERIOR;CASA;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5338000;837.6231422505308;1339.4564755838642
USO ESPECIAL;7107010525000;SP;SAO PAULO;AV PAULISTA 1804  CEP: 1310200;CERQUEIRA CESAR;NACIONAL INTERIOR;AUTARQUIA / FUNDAÇÃO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;1310200;22461.33182698515;2688.2253066494513
USO ESPECIAL;7107017545007;SP;SAO PAULO;R OTAVIO DE MORAIS 156 AP. 56 ED. CASTANHEIRA - CONDOMÍNIO BOULEVARD SÃO FRANCISCO CEP: 5351080;CIDADE SAO FRANCISCO;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5351080;617.0;1359.5067873303167
USO ESPECIAL;7107017385000;SP;SAO PAULO;R OTAVIO DE MORAIS 156 AP. 11 ED. CASTANHEIRA - CONDOMÍNIO BOULEVARD SÃO FRANCISCO CEP: 5351080;CIDADE SAO FRANCISCO;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5351080;617.0;1359.5067873303167
USO ESPECIAL;7107011675006;SP;SAO PAULO;R ESTADO DE ISRAEL 192  CEP: 4022000;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4022000;2773.0131578947367;1849.9605263157894
USO ESPECIAL;7107004395001;SP;SAO PAULO;R CORINTO 512 APTO 91- BLOCO B CEP: 5585070;BUTANTA;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5585070;1108.15625;999.1875
USO ESPECIAL;7107018315005;SP;SAO PAULO;AL JAU 389 CJ 62 CEP: 1420001;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394
USO ESPECIAL;7107011875005;SP;SAO PAULO;R MARSELHESA 630  CEP: 4020060;VILA MARIANA;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4020060;2962.5852713178297;1846.9806201550387
USO ESPECIAL;7107006885006;SP;SAO PAULO;R CORINTO 512 VAGA Nº 49 DO APTO 91 BLOCO B   - LOCALIZADA NO  2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903324
USO ESPECIAL;7107005715000;SP;SAO PAULO;AV CORIFEU DE AZEVEDO MARQUES 3611  CEP: 5339001;BUTANTÃ;NACIONAL INTERIOR;CASA;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5339001;1172.139534883721;1026.3255813953488
USO ESPECIAL;7107010285000;SP;SAO PAULO;R VIGÁRIO JOÃO ÁLVARES , 11 11  CEP: 1248010;VILA MONUMENTO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;1248010;1901.5;2188.25
USO ESPECIAL;7107005825000;SP;SAO PAULO;R PEDRO DE TOLEDO 697  CEP: 4039032;VILA CLEMENTINO;NÃO INFORMADO;EDIFÍCIO / PRÉDIO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4039032;2994.766666666667;1438.8666666666666
USO ESPECIAL;7107009505000;SP;SAO PAULO;R AURORA 990 BOX Nº 18-C-1 CEP: 1209000;SANTA EFIGENIA;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1209000;3068.7253977607543;1150.87153800825
USO ESPECIAL;7107004755008;SP;SAO PAULO;R CAPOTE VALENTE 710  CEP: 5409002;PINHEIROS;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;5409002;3936.1203319502074;1876.6652835408022
USO ESPECIAL;7107009095006;SP;SAO PAULO;R NAPOLEAO DE BARROS 928  CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;GALPÃO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134502
USO ESPECIAL;7107006515004;SP;SAO PAULO;R CONSELHEIRO RAMALHO 67 ANTIGOS NºS 05 E 09 CEP: 1325000;BELA VISTA;NACIONAL INTERIOR;CASA;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Outros;1325000;2268.0232142857144;1765.4017857142858
USO ESPECIAL;7107009965000;SP;SAO PAULO;R OLGA AMATO 114 116 CEP: 4475120;JARDIM RUBILENE;NACIONAL INTERIOR;CASA;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Outros;4475120;250.13888888888889;587.6111111111111
USO ESPECIAL;7107005295000;SP;SAO PAULO;AV CASA VERDE 1819  CEP: 2519200;CASA VERDE;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;2519200;1023.6478873239437;1234.8647887323943
USO ESPECIAL;7107008855007;SP;SAO PAULO;R NAPOLEAO DE BARROS 618  CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134502
USO ESPECIAL;7107009035003;SP;SAO PAULO;R LOEFGREN 1956  CEP: 4040003;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4040003;2903.035714285714;1407.357142857143
USO ESPECIAL;7107015465006;SP;SAO PAULO;AV DOUTOR FELIPE PINEL S/N.  CEP: 2939000;PIRITUBA;NACIONAL INTERIOR;TERRENO;SEM REGISTRO;União (Adm. Pub. Fed. direta);Vago para uso;2939000;546.6473429951691;945.9661835748792
USO ESPECIAL;7107018695002;SP;SAO PAULO;R PEDRO DE TOLEDO 719 PARTE DO LOTE 301 CEP: 4039032;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4039032;2994.766666666667;1438.8666666666666
USO ESPECIAL;7107015325000;SP;SAO PAULO;R JOAO SIMOES DE SOUZA 391 ECO 194 CEP: 5734140;PARQUE REBOUCAS;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5734140;629.7371273712737;1263.6368563685637
USO ESPECIAL;7107011775000;SP;SAO PAULO;R ESTADO DE ISRAEL 899  CEP: 4022002;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4022002;2652.9411764705883;1764.7
USO ESPECIAL;7107009135008;SP;SAO PAULO;AV ENGENHEIRO ARMANDO DE ARRUDA PEREIRA 2917  CEP: 4309011;JABAQUARA;NÃO INFORMADO;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;4309011;1095.2039555006181;1508.8553770086526
USO ESPECIAL;7107010105001;SP;SAO PAULO;R OLGA AMATO 131 133 CEP: 4475120;JARDIM RUBILENE;NACIONAL INTERIOR;CASA;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Outros;4475120;250.13888888888889;587.6111111111111
USO ESPECIAL;7107007165007;SP;SAO PAULO;R CORINTO 512 VAGA Nº 50  DO APTO 94 BLOCO B - LOCALIZADA NO  2º SUBSOLO CEP: 5586060;VILA INDIANA;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5586060;1123.5551359516617;1414.3610271903324
USO ESPECIAL;7107018215000;SP;SAO PAULO;AL JAU 389 CJ 41 CEP: 1420001;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394
USO ESPECIAL;7107015165002;SP;SAO PAULO;R JOAO SIMOES DE SOUZA 391 ECO 64 CEP: 5734140;PARQUE REBOUCAS;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5734140;629.7371273712737;1263.6368563685637
USO ESPECIAL;7107016875003;SP;SAO PAULO;R OLIVIA GUEDES PENTEADO 445  CEP: 4766001;SOCORRO;NACIONAL INTERIOR;GALPÃO;EM USO;Outros;Locação de Terceiros;4766001;631.4615384615385;1080.0576923076924
USO ESPECIAL;7107015945008;SP;SAO PAULO;PC FRANKLIN ROOSEVELT 215 CJTO 091 CEP: 1303020;CONSOLACAO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;1303020;3590.4761904761904;1585.033434650456
USO ESPECIAL;7107009485009;SP;SAO PAULO;R AURORA 990 BOX Nº 18-B-1 CEP: 1209000;SANTA EFIGENIA;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1209000;3068.7253977607543;1150.87153800825
USO ESPECIAL;7107006365002;SP;SAO PAULO;R CORINTO, COM FUNDOS C/ A RUA JERONIMO FRANÇA 512 VAGA 01  DO APTO 73, BLOCO A - LOCALIZADA NO 2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903324
USO ESPECIAL;7107013195001;SP;SAO PAULO;R RENASCENCA 112  CEP: 4612010;VILA CONGONHAS;NÃO INFORMADO;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;4612010;1735.909090909091;1505.3636363636363
USO ESPECIAL;7107005315001;SP;SAO PAULO;R LOPES DE OLIVEIRA 426 PRÓXIMO A RUA BARRA FUNDA CEP: 1152010;BARRA FUNDA;NACIONAL INTERIOR;RESIDÊNCIA;EM USO;União (Adm. Pub. Fed. direta);Irregular - Outros;1152010;1760.9012345679012;1776.2448559670781
USO ESPECIAL;7107015615008;SP;SAO PAULO;R VICENTE DE SABOIA 144 CONDOMÍNIO NOVITÁ FIORE - EDIFÍCIO  MILÃO - APARTAMENTO 61 CEP: 5358130;VILA NOVA ALBA;MARINHA;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5358130;746.0;1374.5193370165746
USO ESPECIAL;7107015265007;SP;SAO PAULO;R JOAO SIMOES DE SOUZA 391 ECO 172 CEP: 5734140;PARQUE REBOUCAS;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5734140;629.7371273712737;1263.6368563685637
USO ESPECIAL;7107013445008;SP;SAO PAULO;R AFONSO CELSO 362  CEP: 4119001;VILA MARIANA;NACIONAL INTERIOR;MUSEU;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Em regularização - Outros;4119001;3108.151515151515;1572.3030303030303
USO ESPECIAL;7107018555006;SP;SAO PAULO;AL JAU 389 CJ 122 CEP: 1420001;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394
USO ESPECIAL;7107003765000;SP;SAO PAULO;R TEREZA D' AMICO 86 JARDIM SANTOS DUMONT CEP: 5367130;RIO PEQUENO;NACIONAL INTERIOR;CASA;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5367130;661.0952380952381;988.0
USO ESPECIAL;7107010485009;SP;SAO PAULO;R PADRE JOSE DE ANCHIETA 76  CEP: 4742000;SANTO AMARO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;4742000;1487.9357142857143;1251.0
USO ESPECIAL;7107009795008;SP;SAO PAULO;R MAJOR DIOGO 311 315, 323 E 327 CEP: 1324001;BELA VISTA;NACIONAL INTERIOR;TEATRO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Em regularização - Outros;1324001;2368.3604424202995;1856.0513988288874
USO ESPECIAL;7107006985000;SP;SAO PAULO;R CORINTO 512 VAGA Nº 59 DO  APTO 114 BLOCO B - LOCALIZADA NO  2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903324
USO ESPECIAL;7107004035005;SP;SAO PAULO;AV SAO JOAO 566 SP 02-0131 CEP: 1036000;CENTRO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1036000;4142.779661016949;1889.822033898305
USO ESPECIAL;7107012035000;SP;SAO PAULO;R PEDRO DE TOLEDO 928  CEP: 4039002;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4039002;3011.8440366972477;1836.0366972477063
USO ESPECIAL;7107009265009;SP;SAO PAULO;R ANTONIO DE GODOI 23/27 Nº 10 DA AVENIDA RIO BRANCO CEP: 1034001;CENTRO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Guarda provisória;1034001;4386.0;1897.152
USO ESPECIAL;7107015065008;SP;SAO PAULO;R JOAO SIMOES DE SOUZA 391 B061 CEP: 5734140;PARQUE REBOUCAS;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5734140;629.7371273712737;1263.6368563685637
USO ESPECIAL;7107004675004;SP;SAO PAULO;AV RIO BRANCO 285A 289 CEP: 1205000;CAMPOS ELISEOS;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1205000;4992.150220913108;1759.058910162003
USO ESPECIAL;7107003825002;SP;SAO PAULO;AV GENERAL VALDOMIRO DE LIMA 824 LOTE 639 CEP: 4344070;JABAQUARA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;4344070;1017.125;1302.8638888888888
USO ESPECIAL;7107006115006;SP;SAO PAULO;R FLORENCIO DE ABREU 762 FUNDOS CEP: 1030001;CENTRO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1030001;5036.206896551724;1749.0344827586207
USO ESPECIAL;7107003745009;SP;SAO PAULO;R PEIXOTO GOMIDE 768 (E NºS  762 E 772 CEP: 1409000;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Em regularização - Entrega;1409000;5366.915766738661;2042.2123830093592
USO ESPECIAL;7107015655000;SP;SAO PAULO;R VICENTE DE SABOIA 144 CONDOMÍNIO NOVITÁ FIORE - EDIFÍCIO  VERONA - APARTAMENTO 25 CEP: 5358130;VILA NOVA ALBA;MARINHA;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5358130;746.0;1374.5193370165746
USO ESPECIAL;7107007635003;SP;SAO PAULO;AV WASHINGTON LUIS S/Nº AEROPORTO  DE CONGONHAS CEP: 4626000;SANTO AMARO;NACIONAL INTERIOR;AEROPORTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;4626000;1495.7096774193549;1144.0860215053763
USO ESPECIAL;7107017265004;SP;SAO PAULO;R OTAVIO DE MORAIS 156 AP. 45 ED. JEQUITIBÁ - CONDOMÍNIO BOULEVARD SÃO FRANCISCO CEP: 5351080;CIDADE SAO FRANCISCO;MARINHA;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5351080;617.0;1359.5067873303167
USO ESPECIAL;7107005505005;SP;SAO PAULO;R PEIXOTO GOMIDE 1038  CEP: 1409000;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1409000;5366.915766738661;2042.2123830093592
USO ESPECIAL;7107003855009;SP;SAO PAULO;AV GENERAL VALDOMIRO DE LIMA 824 LOTE 641 QUADRA 26 CEP: 4344070;JABAQUARA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;4344070;1017.125;1302.8638888888888
USO ESPECIAL;7107018395009;SP;SAO PAULO;AL JAU 389 CJ 82 CEP: 1420001;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394
USO ESPECIAL;7107004385006;SP;SAO PAULO;R CONDESSA SICILIANO 353 LOTES 10 E 10-A. CEP: 2044050;JARDIM SAO PAULO ZON;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;2044050;1703.968085106383;1713.212765957447
USO ESPECIAL;7107018135007;SP;SAO PAULO;AL JAU 389 CJ 21 CEP: 1420001;JARDIM PAULISTA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394
USO ESPECIAL;7107005695009;SP;SAO PAULO;R SANTA CRUZ 1922  CEP: 4122002;VILA MARIANA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4122002;1751.6285714285714;1462.8
USO ESPECIAL;7107003905006;SP;SAO PAULO;AV SANTA MARINA 208  CEP: 5036000;AGUA BRANCA;NACIONAL INTERIOR;GALPÃO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5036000;1369.111111111111;1260.4444444444443
USO ESPECIAL;7107005585009;SP;SAO PAULO;R BOTUCATU 820  CEP: 4023062;VILA CLEMENTINO;NÃO INFORMADO;EDIFÍCIO / PRÉDIO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4023062;3093.216;2015.6
USO ESPECIAL;7107008795004;SP;SAO PAULO;R NAPOLEAO DE BARROS 598  CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134502
USO ESPECIAL;7107010585003;SP;SAO PAULO;AV JOSE GALANTE 30  CEP: 5642000;VILA SUZANA;NACIONAL INTERIOR;OUTROS;EM USO;Outros;Locação de Terceiros;5642000;1657.6975;1647.6725
USO ESPECIAL;7107011715008;SP;SAO PAULO;R ESTADO DE ISRAEL 113  CEP: 4022000;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4022000;2773.0131578947367;1849.9605263157894
USO ESPECIAL;7107015835008;SP;SAO PAULO;PC FRANKLIN ROOSEVELT 215 CJTO 051 CEP: 1303020;CONSOLACAO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;1303020;3590.4761904761904;1585.033434650456
USO ESPECIAL;7107004525002;SP;SAO PAULO;R BARTIRA 551  CEP: 5009000;PERDIZES;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5009000;3352.314333612741;1947.6110645431686
USO ESPECIAL;7107005385000;SP;SAO PAULO;R CORINTO 512 APTO 104 - BLOCO B CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903324
USO ESPECIAL;7107018115006;SP;SAO PAULO;R BOTUCATU 620  CEP: 4023062;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4023062;3093.216;2015.6
USO ESPECIAL;7107016435003;SP;SAO PAULO;EST DA BARRAGEM S/N IMÓVEL VI - TÍTULO Nº 7 (862  159) CEP: 4895020;COLONIA ZONA SUL;NÃO INFORMADO;COMPLEXO;EM USO;União (Adm. Pub. Fed. direta);Disponível para Alienação;4895020;43.289855072463766;167.44927536231884
USO ESPECIAL;7107016475005;SP;SAO PAULO;EST DA BARRAGEM S/N IMÓVEL IV - TÍTULO Nº 7 (862  158) CEP: 4895020;COLONIA ZONA SUL;NACIONAL INTERIOR;CASA;EM USO;União (Adm. Pub. Fed. direta);Disponível para Alienação;4895020;43.289855072463766;167.44927536231884
USO ESPECIAL;7107004625007;SP;SAO PAULO;AL AFONSO SCHMIDT 166  CEP: 2450000;SANTA TERESINHA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;2450000;1472.2046204620463;1916.8003300330033
USO ESPECIAL;7107005845000;SP;SAO PAULO;R NAPOLEAO DE BARROS 837  CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134502
USO ESPECIAL;7107010445007;SP;SAO PAULO;R SCHILLING 512  CEP: 5302001;VILA LEOPOLDINA;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;5302001;1997.1505576208178;1859.503717472119
USO ESPECIAL;7107007445000;SP;SAO PAULO;R HADDOCK LOBO 971 APARTAMENTO Nº 22 CEP: 1414001;CERQUEIRA CÉSAR;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1414001;6493.530476190476;2257.8485714285716
