classe;numero_do_rip;uf;municipio;endereco;bairro;conceituacao;tipo_imovel;situacao_da_utilizacao;proprietario_oficial;regime_de_utilizacao;cep_do_imovel;valor_do_m2_do_terreno;valor_do_m2_de_construcao;normal_value_terreno;normal_value_construcao
DOMINIAL;7107000021484;SP;SAO PAULO;R GENERAL SOCRATES 77 E 79-PARTE DO LOTE 6 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934;0.8188690467942198;1.0
DOMINIAL;7107000001963;SP;SAO PAULO;R GENERAL CARNEIRO 151 TERRENO CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107000023851;SP;SAO PAULO;R GENERAL SOCRATES 273 E O NUM 277 DO LOTE 27 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934;0.8188690467942198;1.0
DOMINIAL;7107000016804;SP;SAO PAULO;R GENERAL SOCRATES 315 LOTE 31 B CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934;0.8188690467942198;1.0
DOMINIAL;7107000014437;SP;SAO PAULO;R GENERAL SOCRATES 537 LOTE 45 C CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934;0.8188690467942198;1.0
DOMINIAL;7107010007263;SP;SAO PAULO;R BOA VISTA 162 1 ANDAR - ED BANDEIRANTES CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917592;2298.4960380348653;0.304924832322154;0.6902565125998322
DOMINIAL;7107000011179;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1202 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107000019668;SP;SAO PAULO;R GENERAL SOCRATES 171 LOTE 18 E PARTE DO LOTE 17 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934;0.8188690467942198;1.0
DOMINIAL;7107000023770;SP;SAO PAULO;R GENERAL SOCRATES 63 PARTE LT 5 CEP: 03632040;PENHA FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934;0.0;1.0
DOMINIAL;7107000004717;SP;SAO PAULO;R GEN SOCRATES 431 TERRENO CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636;1.0;0.539531875927077
DOMINIAL;7107010004400;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJ 72 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107000017371;SP;SAO PAULO;R GENERAL SOCRATES 405 LOTE 38 A CEP: 03632040;PENHA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934;0.0;1.0
DOMINIAL;7107000006507;SP;SAO PAULO;R GEN SOCRATES 231 TERRENO LOTE 23 A CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636;1.0;0.539531875927077
DOMINIAL;7107000009514;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 703 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107000008461;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 2 SUB - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107010001907;SP;SAO PAULO;R GEN SOCRATES 397 PARTE DO LOTE 37 CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636;1.0;0.539531875927077
DOMINIAL;7107010008669;SP;SAO PAULO;R GENERAL SOCRATES 41 E 43-PARTE DO LOTE 04 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934;0.8188690467942198;1.0
DOMINIAL;7107010009711;SP;SAO PAULO;R GENERAL CARNEIRO 115 11 PAVTO EDIFICIO BANCO CONTINENTAL CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107000022707;SP;SAO PAULO;R BOA VISTA 162 4 AND ED BANDEIRANTES CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917592;2298.4960380348653;0.304924832322154;0.6902565125998322
DOMINIAL;7107010007182;SP;SAO PAULO;R BOA VISTA 162 PAVTO INTERMEDIARIO-ED BANDEIRANTES CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917592;2298.4960380348653;0.304924832322154;0.6902565125998322
DOMINIAL;7107000006094;SP;SAO PAULO;R GEN SOCRATES 301 TERRENO CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636;1.0;0.539531875927077
DOMINIAL;7107010004752;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJ 82 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107010004833;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJ 83 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107000011683;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1304 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107000007813;SP;SAO PAULO;PC PADRE MANUEL DA NOBREGA 21 EDIF CLAUDIO MONTEIRO SOARES CEP: 01015010;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015010;8328.393442622952;2098.901639344262;0.6223804439878318;0.4395177079433881
DOMINIAL;7107000023509;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1605 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107000020674;SP;SAO PAULO;R GEN SOCRATES 131 LT 13 CEP: 03632000;PENHA FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636;1.0;0.0
DOMINIAL;7107010006020;SP;SAO PAULO;R GENERAL CARNEIRO 115 12 PAVTO ED VISTA ALEGRE CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107000002005;SP;SAO PAULO;R GENERAL SOCRATES 19 E 23 -PARTE DO LOTE 2 CEP: 03632040;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632040;1114.9737704918032;1332.8524590163934;0.8188690467942198;1.0
DOMINIAL;7107010005309;SP;SAO PAULO;R BOA VISTA 128 UNIDADE AUTONOMA 1004 CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917592;2298.4960380348653;0.304924832322154;0.6902565125998322
DOMINIAL;7107010003004;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJ 32 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107010000927;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1606 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107000022456;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1006 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107000020593;SP;SAO PAULO;R GEN SOCRATES S/N LT 28 CEP: 03632000;PENHA FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636;1.0;0.0
DOMINIAL;7107000002420;SP;SAO PAULO;R GENERAL CARNEIRO 134 TERRENO CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107010002466;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJUNTO 23 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107010002202;SP;SAO PAULO;R GENERAL CARNEIRO 225 CONJUNTO 21 ED SOLAR CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107010000846;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1602 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107000015409;SP;SAO PAULO;R GENERAL CARNEIRO 115 13 PAVIMENTO EDIFICIO VISTA ALEGRE CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107000008038;SP;SAO PAULO;R GENERAL CARNEIRO 115 PAV 7 EDIF BANCO CONTINENTAL CEP: 01015000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1015000;11492.64705882353;1918.808823529412;1.0;0.2132776047096964
DOMINIAL;7107000009000;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 604 605 606 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107010001656;SP;SAO PAULO;R GEN SOCRATES 387 PARTE LOTE 36 CEP: 03632000;PENHA DE FRANCA;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;3632000;1233.9272727272728;1228.2863636363636;1.0;0.539531875927077
DOMINIAL;7107000011845;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1306 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107000011098;SP;SAO PAULO;R QUINZE DE NOVEMBRO 184 CJ 1201 - COND DAS BANDEIRAS CEP: 01013000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1013000;5651.013986013985;2270.7062937062938;0.30286407004598703;0.6553458772294707
DOMINIAL;7107000006256;SP;SAO PAULO;R BOA VISTA 104 E 116 CEP: 01014000;CENTRO;NACIONAL INTERIOR;TERRENO;EM USO;União (Adm. Pub. Fed. direta);AFORAMENTO;1014000;5668.282091917592;2298.4960380348653;0.304924832322154;0.6902565125998322
IMOVEL FUNCIONAL;7107007425009;SP;SAO PAULO;AV DOM PEDRO I 100 GARAGEM DO IV COMAR CEP: 1552000;VILA MONUMENTO;NACIONAL INTERIOR;QUARTEL;EM USO;União (Adm. Pub. Fed. direta);Imóvel Funcional;1552000;1337.1217948717951;1866.1378205128208;0.0;0.4087612799808941
USO ESPECIAL;7107016815000;SP;SAO PAULO;R DOUTOR MARIO VICENTE 491  CEP: 4270000;VILA DOM PEDRO I;NACIONAL INTERIOR;CASA;EM USO;Outros;Locação de Terceiros;4270000;1322.0990712074306;1640.9721362229102;1.0;1.0
USO ESPECIAL;7107006825003;SP;SAO PAULO;R CORINTO 512 VAGA Nº40 DO APTO 74, BLOCO B  - LOCALIZADA NO  2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903326;0.0;1.0
USO ESPECIAL;7107005025003;SP;SAO PAULO;R URUSSUI 93 PRÉDIO CEP: 4542050;ITAIM BIBI;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4542050;4943.886198547216;2036.0653753026636;1.0;0.0
USO ESPECIAL;7107018675001;SP;SAO PAULO;R PEDRO DE TOLEDO 717  CEP: 4039032;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4039032;2994.766666666667;1438.8666666666666;0.3128912505512636;0.04316292013364857
USO ESPECIAL;7107010545001;SP;SAO PAULO;R BOTUCATU 821 RUA PEDRO DE TOLEDO 581/583 CEP: 4023061;VILA CLEMENTINO;NÃO INFORMADO;UNIVERSIDADE;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4023061;2941.3564356435645;1679.5544554455444;0.2640019943186045;0.3728660240906559
USO ESPECIAL;7107006165003;SP;SAO PAULO;R BARRA FUNDA 81 67 CEP: 1152000;BARRA FUNDA;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1152000;1821.658402203857;1528.8595041322315;1.0;0.3825033905734502
USO ESPECIAL;7107007385007;SP;SAO PAULO;PC PROFESSOR OSWALDO VICENZO 100 ANTIGA PRAÇA CEP: 1524050;CAMBUCI;NACIONAL INTERIOR;QUARTEL;EM USO;União (Adm. Pub. Fed. direta);Uso em Serviço Público ;1524050;1369.0;1653.0;0.0;0.0
USO ESPECIAL;7107011795001;SP;SAO PAULO;R LOEFGREN 1647  CEP: 4040032;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4040032;2921.552447552448;1946.6573426573427;0.2458743391920739;0.7387535144216015
USO ESPECIAL;7107007005000;SP;SAO PAULO;R CORINTO 512 VAGA Nº 61 DO APTO 121 BLOCO B -  LOCALIZADA NO 2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903326;0.0;1.0
USO ESPECIAL;7107003925007;SP;SAO PAULO;R ABILIO SOARES 1130 SP 02-0127 CEP: 4005004;PARAISO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Uso em Serviço Público ;4005004;3404.6875;957.0625;0.0;0.0
USO ESPECIAL;7107005815004;SP;SAO PAULO;R NAPOLEAO DE BARROS 827  CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134507;0.38303571981675527;0.5565699188920482
USO ESPECIAL;7107016085002;SP;SAO PAULO;PC FRANKLIN ROOSEVELT 215 CJTO 152 CEP: 1303020;CONSOLACAO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;1303020;3590.476190476191;1585.033434650456;0.0;0.0
USO ESPECIAL;7107005955000;SP;SAO PAULO;R NAPOLEAO DE BARROS 876 APARTAMENTO 45 CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;APARTAMENTO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134507;0.38303571981675527;0.5565699188920482
USO ESPECIAL;7107006585002;SP;SAO PAULO;R CORINTO C/ FUNDOS C/ A RUA JERONIMO FRANÇA 512 VAGA 04  DO APTO 82, BLOCO A - LOCALIZADA NO 2º SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903326;0.0;1.0
USO ESPECIAL;7107018615009;SP;SAO PAULO;AL JAU 389 CJ 141 CEP: 1420001;JARDIM PAULISTANO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394;0.9339066963840604;0.3245108094406607
USO ESPECIAL;7107018575007;SP;SAO PAULO;AL JAU 389 CJ 131 CEP: 1420001;JARDIM PAULISTANO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394;0.9339066963840604;0.3245108094406607
USO ESPECIAL;7107017835005;SP;SAO PAULO;R MAJOR MARAGLIANO 241 287 CEP: 4017030;VILA MARIANA;NACIONAL INTERIOR;HOSPITAL;EM USO;Outros;Cessão - Outros;4017030;2584.6493506493507;1722.090909090909;0.6041323084660805;0.48167688726359764
USO ESPECIAL;7107003965009;SP;SAO PAULO;R DA INDEPENDENCIA 820 SP 02-0135 CEP: 1524000;CAMBUCI;NACIONAL INTERIOR;RESIDÊNCIA;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1524000;1428.768488745981;1962.2122186495176;0.8581437855803942;1.0
USO ESPECIAL;7107009075005;SP;SAO PAULO;R PEDRO DE TOLEDO 795  CEP: 4039032;VILA CLEMENTINO;NÃO INFORMADO;GALPÃO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4039032;2994.766666666667;1438.8666666666666;0.3128912505512636;0.04316292013364857
USO ESPECIAL;7107015775005;SP;SAO PAULO;PC FRANKLIN ROOSEVELT 215 LOJA CEP: 1303020;CONSOLACAO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;1303020;3590.476190476191;1585.033434650456;0.0;0.0
USO ESPECIAL;7107011955009;SP;SAO PAULO;R MORCOTE 84  CEP: 4040020;VILA CLEMENTINO;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4040020;2783.3636363636365;1475.5454545454545;0.11938269013378576;0.09340689085759377
USO ESPECIAL;7107018175009;SP;SAO PAULO;AL JAU 389 CJ 31 CEP: 1420001;JARDIM PAULISTANO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394;0.9339066963840604;0.3245108094406607
USO ESPECIAL;7107010185005;SP;SAO PAULO;AV JOSE CELSO PINTO COELHO 246  CEP: 4475470;JARDIM RUBILENE;NACIONAL INTERIOR;CASA;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Outros;4475470;308.40789473684214;533.6052631578947;1.0;0.9080925344466392
USO ESPECIAL;7107003735003;SP;SAO PAULO;R CARDOSO DE ALMEIDA 1165 APARTAMENTOS CEP: 5013001;PERDIZES;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5013001;4786.0089571337185;2016.094689699296;0.8407111446379523;0.8878659014593787
USO ESPECIAL;7107005645001;SP;SAO PAULO;R DOS OTONIS 731  CEP: 4025002;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4025002;3074.1387283236995;1829.242774566474;0.3855447662866031;0.5779146627883938
USO ESPECIAL;7107004375000;SP;SAO PAULO;R CORINTO 512 APTO 84 - BLOCO B CEP: 5585070;BUTANTA;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5585070;1108.15625;999.1875;0.0;0.0
USO ESPECIAL;7107008895009;SP;SAO PAULO;R NAPOLEAO DE BARROS 626  CEP: 4024002;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4024002;3071.3976608187136;1813.6608187134507;0.38303571981675527;0.5565699188920482
USO ESPECIAL;7107010065000;SP;SAO PAULO;R JOAQUIM FORZANO 50 LOTES 1 A 14, QUADRA C, SETOR A CEP: 4475610;ELDORADO;NACIONAL INTERIOR;ESCOLA;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Outros;4475610;368.5;599.5;0.0;0.0
USO ESPECIAL;7107006625004;SP;SAO PAULO;R CORINTO C/ FUNDOS C/ A RUA JERONIMO FRANÇA 512 VAGA 29  DO APTO 83 , BLOCO A - LOCALIZADA NO 2º  SUBSOLO CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;ESTACIONAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903326;0.0;1.0
USO ESPECIAL;7107007785005;SP;SAO PAULO;R DOUTOR FALCAO FILHO 121  CEP: 1007010;CENTRO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1007010;5548.0;1912.325;0.2905704613850121;0.2051323552836933
USO ESPECIAL;7107004265000;SP;SAO PAULO;R CORINTO 512 APTO 82 - BLOCO A CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903326;0.0;1.0
USO ESPECIAL;7107012095003;SP;SAO PAULO;R PROFESSOR FRANCISCO DE CASTRO 55  CEP: 4020050;VILA MARIANA;NACIONAL INTERIOR;UNIVERSIDADE;EM USO;Outros;Locação de Terceiros;4020050;2814.0;1576.0;0.7704644585116193;0.21028821962717625
USO ESPECIAL;7107018275003;SP;SAO PAULO;AL JAU 389 CJ 52 CEP: 1420001;JARDIM PAULISTANO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394;0.9339066963840604;0.3245108094406607
USO ESPECIAL;7107009055004;SP;SAO PAULO;R PEDRO DE TOLEDO 831  CEP: 4039032;VILA CLEMENTINO;NÃO INFORMADO;CASA;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4039032;2994.766666666667;1438.8666666666666;0.3128912505512636;0.04316292013364857
USO ESPECIAL;7107004415002;SP;SAO PAULO;R CORINTO 512 APTO 101 - BLOCO B CEP: 5586060;BUTANTÃ;NACIONAL INTERIOR;APARTAMENTO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;5586060;1123.5551359516617;1414.3610271903326;0.0;1.0
USO ESPECIAL;7107004725001;SP;SAO PAULO;AV PACAEMBU 715 ESQUINA DA AV. GENERAL OLIMPIO DA SILVEIRA CEP: 1234001;PACAEMBU;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Entrega - Administração Federal Direta;1234001;3288.8518518518517;1934.432098765432;1.0;0.0
USO ESPECIAL;7107016205008;SP;SAO PAULO;AV OTACILIO TOMANIK 686 CONDOMÍNIO NOVITÁ ACQUA - EDIFÍCIO NAPOLES - APARTAMENTO 04 CEP: 5363000;VILA POLOPOLI;MARINHA;EDIFÍCIO / PRÉDIO;EM USO;União (Adm. Pub. Fed. direta);Em regularização - Entrega;5363000;1056.7374658158617;1517.6016408386508;1.0;1.0
USO ESPECIAL;7107005965006;SP;SAO PAULO;R TRES DE MAIO 100  CEP: 4044020;VILA CLEMENTINO;NÃO INFORMADO;EDIFÍCIO / PRÉDIO;EM USO;Fundação ou Autarquia (Adm. Pub. Fed. indireta);Uso em Serviço Público ;4044020;3027.4423076923076;1865.07905982906;0.3428010216956339;0.6270045420270045
USO ESPECIAL;7107018415000;SP;SAO PAULO;AL JAU 389 CJ 91 CEP: 1420001;JARDIM PAULISTANO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394;0.9339066963840604;0.3245108094406607
USO ESPECIAL;7107018335006;SP;SAO PAULO;AL JAU 389 CJ 71 CEP: 1420001;JARDIM PAULISTANO;NACIONAL INTERIOR;EDIFÍCIO / PRÉDIO;EM USO;Outros;Locação de Terceiros;1420001;6982.901437371664;2081.2895277207394;0.9339066963840604;0.3245108094406607
